m,TagName,
"2020-12-01 00:00:00","c","2652"
"2020-12-01 00:00:00","c#","5748"
"2020-12-01 00:00:00","c++","4454"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7838"
"2020-12-01 00:00:00","javascript","16046"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4809"
"2020-12-01 00:00:00","python","22250"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2102"
"2021-01-01 00:00:00","assembly","310"
"2021-01-01 00:00:00","c","2574"
"2021-01-01 00:00:00","c#","6205"
"2021-01-01 00:00:00","c++","4108"
"2021-01-01 00:00:00","delphi","200"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8055"
"2021-01-01 00:00:00","javascript","16902"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4765"
"2021-01-01 00:00:00","python","22920"
"2021-01-01 00:00:00","r","4343"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2322"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2243"
"2021-02-01 00:00:00","c#","5814"
"2021-02-01 00:00:00","c++","4104"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","571"
"2021-02-01 00:00:00","java","7608"
"2021-02-01 00:00:00","javascript","15309"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4386"
"2021-02-01 00:00:00","python","21445"
"2021-02-01 00:00:00","r","4334"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2266"
"2021-03-01 00:00:00","assembly","322"
"2021-03-01 00:00:00","c","2494"
"2021-03-01 00:00:00","c#","6407"
"2021-03-01 00:00:00","c++","4314"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","761"
"2021-03-01 00:00:00","java","8681"
"2021-03-01 00:00:00","javascript","16797"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4771"
"2021-03-01 00:00:00","python","23973"
"2021-03-01 00:00:00","r","5183"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2391"
"2021-04-01 00:00:00","assembly","321"
"2021-04-01 00:00:00","c","2303"
"2021-04-01 00:00:00","c#","5922"
"2021-04-01 00:00:00","c++","3956"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","628"
"2021-04-01 00:00:00","java","7945"
"2021-04-01 00:00:00","javascript","15887"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4331"
"2021-04-01 00:00:00","python","22748"
"2021-04-01 00:00:00","r","4804"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2116"
"2021-05-01 00:00:00","assembly","301"
"2021-05-01 00:00:00","c","2102"
"2021-05-01 00:00:00","c#","5768"
"2021-05-01 00:00:00","c++","4215"
"2021-05-01 00:00:00","delphi","170"
"2021-05-01 00:00:00","go","645"
"2021-05-01 00:00:00","java","7990"
"2021-05-01 00:00:00","javascript","15858"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4263"
"2021-05-01 00:00:00","python","22516"
"2021-05-01 00:00:00","r","4685"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1871"
"2021-06-01 00:00:00","assembly","262"
"2021-06-01 00:00:00","c","1875"
"2021-06-01 00:00:00","c#","5644"
"2021-06-01 00:00:00","c++","3836"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","609"
"2021-06-01 00:00:00","java","7626"
"2021-06-01 00:00:00","javascript","15047"
"2021-06-01 00:00:00","perl","156"
"2021-06-01 00:00:00","php","4099"
"2021-06-01 00:00:00","python","21000"
"2021-06-01 00:00:00","r","4287"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1809"
"2021-07-01 00:00:00","assembly","183"
"2021-07-01 00:00:00","c","1637"
"2021-07-01 00:00:00","c#","5264"
"2021-07-01 00:00:00","c++","3540"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","607"
"2021-07-01 00:00:00","java","7054"
"2021-07-01 00:00:00","javascript","14918"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3945"
"2021-07-01 00:00:00","python","20855"
"2021-07-01 00:00:00","r","4089"
"2021-07-01 00:00:00","ruby","449"
"2021-07-01 00:00:00","swift","1995"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1611"
"2021-08-01 00:00:00","c#","5721"
"2021-08-01 00:00:00","c++","3459"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","go","775"
"2021-08-01 00:00:00","java","7892"
"2021-08-01 00:00:00","javascript","16931"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4545"
"2021-08-01 00:00:00","python","22969"
"2021-08-01 00:00:00","r","4563"
"2021-08-01 00:00:00","ruby","506"
"2021-08-01 00:00:00","swift","2176"
"2021-09-01 00:00:00","assembly","198"
"2021-09-01 00:00:00","c","1785"
"2021-09-01 00:00:00","c#","5722"
"2021-09-01 00:00:00","c++","3897"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","655"
"2021-09-01 00:00:00","java","7740"
"2021-09-01 00:00:00","javascript","16563"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","4282"
"2021-09-01 00:00:00","python","21805"
"2021-09-01 00:00:00","r","4321"
"2021-09-01 00:00:00","ruby","506"
"2021-09-01 00:00:00","swift","1908"
"2021-10-01 00:00:00","assembly","212"
"2021-10-01 00:00:00","c","2185"
"2021-10-01 00:00:00","c#","5940"
"2021-10-01 00:00:00","c++","4028"
"2021-10-01 00:00:00","delphi","151"
"2021-10-01 00:00:00","go","754"
"2021-10-01 00:00:00","java","7681"
"2021-10-01 00:00:00","javascript","15957"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4182"
"2021-10-01 00:00:00","python","22661"
"2021-10-01 00:00:00","r","4708"
"2021-10-01 00:00:00","ruby","472"
"2021-10-01 00:00:00","swift","1816"
"2021-11-01 00:00:00","assembly","307"
"2021-11-01 00:00:00","c","2328"
"2021-11-01 00:00:00","c#","6349"
"2021-11-01 00:00:00","c++","4145"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","699"
"2021-11-01 00:00:00","java","8230"
"2021-11-01 00:00:00","javascript","15759"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","4090"
"2021-11-01 00:00:00","python","23269"
"2021-11-01 00:00:00","r","4595"
"2021-11-01 00:00:00","ruby","448"
"2021-11-01 00:00:00","swift","1750"
"2021-12-01 00:00:00","assembly","286"
"2021-12-01 00:00:00","c","2256"
"2021-12-01 00:00:00","c#","5680"
"2021-12-01 00:00:00","c++","3853"
"2021-12-01 00:00:00","delphi","162"
"2021-12-01 00:00:00","go","767"
"2021-12-01 00:00:00","java","7506"
"2021-12-01 00:00:00","javascript","15223"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3709"
"2021-12-01 00:00:00","python","21968"
"2021-12-01 00:00:00","r","3912"
"2021-12-01 00:00:00","ruby","432"
"2021-12-01 00:00:00","swift","1659"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2056"
"2022-01-01 00:00:00","c#","5899"
"2022-01-01 00:00:00","c++","3878"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","790"
"2022-01-01 00:00:00","java","7670"
"2022-01-01 00:00:00","javascript","16208"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","3981"
"2022-01-01 00:00:00","python","22550"
"2022-01-01 00:00:00","r","4243"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1980"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1787"
"2022-02-01 00:00:00","c#","5822"
"2022-02-01 00:00:00","c++","3474"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7264"
"2022-02-01 00:00:00","javascript","15433"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3714"
"2022-02-01 00:00:00","python","22600"
"2022-02-01 00:00:00","r","4338"
"2022-02-01 00:00:00","ruby","456"
"2022-02-01 00:00:00","swift","1879"
"2022-03-01 00:00:00","assembly","251"
"2022-03-01 00:00:00","c","2101"
"2022-03-01 00:00:00","c#","6473"
"2022-03-01 00:00:00","c++","3841"
"2022-03-01 00:00:00","delphi","134"
"2022-03-01 00:00:00","go","828"
"2022-03-01 00:00:00","java","8099"
"2022-03-01 00:00:00","javascript","16327"
"2022-03-01 00:00:00","perl","105"
"2022-03-01 00:00:00","php","3763"
"2022-03-01 00:00:00","python","24548"
"2022-03-01 00:00:00","r","5083"
"2022-03-01 00:00:00","ruby","528"
"2022-03-01 00:00:00","swift","2069"
"2022-04-01 00:00:00","assembly","266"
"2022-04-01 00:00:00","c","1875"
"2022-04-01 00:00:00","c#","5947"
"2022-04-01 00:00:00","c++","3855"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","756"
"2022-04-01 00:00:00","java","7853"
"2022-04-01 00:00:00","javascript","16004"
"2022-04-01 00:00:00","perl","101"
"2022-04-01 00:00:00","php","3819"
"2022-04-01 00:00:00","python","23606"
"2022-04-01 00:00:00","r","4778"
"2022-04-01 00:00:00","ruby","494"
"2022-04-01 00:00:00","swift","1772"
"2022-05-01 00:00:00","assembly","288"
"2022-05-01 00:00:00","c","1917"
"2022-05-01 00:00:00","c#","6316"
"2022-05-01 00:00:00","c++","3912"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","680"
"2022-05-01 00:00:00","java","7892"
"2022-05-01 00:00:00","javascript","16138"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","4035"
"2022-05-01 00:00:00","python","23235"
"2022-05-01 00:00:00","r","4856"
"2022-05-01 00:00:00","ruby","502"
"2022-05-01 00:00:00","swift","1761"
"2022-06-01 00:00:00","assembly","248"
"2022-06-01 00:00:00","c","1676"
"2022-06-01 00:00:00","c#","6171"
"2022-06-01 00:00:00","c++","3439"
"2022-06-01 00:00:00","delphi","125"
"2022-06-01 00:00:00","go","748"
"2022-06-01 00:00:00","java","7129"
"2022-06-01 00:00:00","javascript","15396"
"2022-06-01 00:00:00","perl","125"
"2022-06-01 00:00:00","php","3900"
"2022-06-01 00:00:00","python","22507"
"2022-06-01 00:00:00","r","4440"
"2022-06-01 00:00:00","ruby","487"
"2022-06-01 00:00:00","swift","1814"
"2022-07-01 00:00:00","assembly","236"
"2022-07-01 00:00:00","c","1710"
"2022-07-01 00:00:00","c#","6764"
"2022-07-01 00:00:00","c++","3840"
"2022-07-01 00:00:00","delphi","136"
"2022-07-01 00:00:00","go","927"
"2022-07-01 00:00:00","java","7959"
"2022-07-01 00:00:00","javascript","17408"
"2022-07-01 00:00:00","perl","143"
"2022-07-01 00:00:00","php","4751"
"2022-07-01 00:00:00","python","25633"
"2022-07-01 00:00:00","r","4519"
"2022-07-01 00:00:00","ruby","488"
"2022-07-01 00:00:00","swift","1993"
